SongNumber,Title,ArtistName,AlbumName,Duration
3429,Day Old Blues,Kings Of Leon,Aha Shake Heartbreak,212.97587
3430,Joyride,Pinch,Tectonic Plates Vol. 2,315.84608
3431,Just An Illusion,Dave Weckl,Hard-Wired,311.01342
3432,"Exs And Ohs (Instrumental Version)""""",Atreyu,A Death - Grip On Yesterday [Instrumental],214.07302
3433,Chaco (Album Version),Grant Geissman,Rustic Technology,307.40853
3434,Our Love Is A Living Thing,Ed Ames,My Cup Runneth Over,132.93669
3435,Memory,Uphill Battle,Blurred 1999-2004,210.36363
3436,Next Year,Foo Fighters,Skin And Bones,274.65098
3437,Away in a Manger,Loretta Lynn,Rowdy Country Christmas,197.58975
3438,Zai Ai Shang Ni,Jacky Cheung,Qing Bu Jin,267.44118
3439,"Dont Stop The Music (Streetlight Album Version)""""",DeGarmo & Key,STREETLIGHT,220.02893
3440,I Need Love,Usher,Live,32.41751
3441,Boca Do Balao / Preta Pretinha / Juazeiro,Moraes Moreira,Bahi\xc3\xa3o Com H,185.44281
3442,Happens All The Time,The Real Kids,No Place Fast,192.15628
3443,The Painter,Rance Allen Group,Stax Profiles - Rance Allen,201.27302
3444,"LAppart""""",Patrick Bruel,Seul Ou presque,263.94077
3445,Frente A Tu Altar,Gran Coquivacoa,Soy Zuliano,185.0771
3446,Give It To Me,Grayson Capps,Wail & Ride,124.18567
3447,"Take Me Fishin""""",Tracy Byrd,Noble Things ST,190.27546
3448,Poes\xc3\xada De Amor,Caf\xc3\xa9 Quijano,Caf\xc3\xa9 Quijano,262.37342
3449,The Coming Of The King,Brian Free & Assurance,"Its So God!""""",207.04608
3450,"Nevermind_ Its An Interview""""",Nirvana,"Nevermind_ Its An Interview""""",1061.79873
3451,She (1997 Digital Remaster),The Misfits,Static Age,82.1024
3452,Seventeen,Sex Pistols,Spunk,129.93261
3453,"If You Dont Somebody Else Will""""",Carl Smith,The Hickory Days,107.62404
3454,Up Jumped The Devil,"Clarence Gatemouth"" Brown""",The Man,325.19791
3455,Free Africa,Mighty Diamonds,The Real Enemy,256.7571
3456,"Dodos Bounce""""",James Carter,Present Tense,366.0273
3457,Babylon 5,The London Theatre Orchestra,Sci-Fi Themes II,78.94159
3458,Revolution Action,Atari Teenage Riot,60 Second Wipe Out,249.46893
3459,The Hardway,DJ Isaac,Best Of DJ Isaac,274.18077
3460,Skate alone,X-tv,Three is a crowd,279.14404
3461,The Date ( LP Version ),Scott Weiland,12 Bar Blues,321.01832
3462,Noche Eterna,Beto y sus Canarios,A Todo Calor,197.72036
3463,Killer Barracuda,Kris Kristofferson,Original Album Classics,183.06567
3464,Sensations,Bravehearts,Bravehearted (Clean),209.03138
3465,The Burning Season (Live),Primordial,"A Journeys End""""",508.3424
3466,Did You Get My Message?  (Live From Shubas),Jason Mraz,Selections For Friends,336.43057
3467,"Its Gonna Be Okay (Original Mix)""""",Robin Fox,"Its Gonna Be Okay""""",398.52363
3468,Give Me That Touch (The Touch Up Mix),Deborahe Glasgow,Deborahe Glasgow,390.32118
3469,Como Caramelo De Lim\xc3\xb3n,2 Minutos,Valentin Alsina,129.48853
3470,Ty\xc3\xb6nn\xc3\xa4 k\xc3\xa4nnykk\xc3\xa4 hanuriin,Jope Ruonansuu,Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite,175.41179
3471,"Lets Seize The Time""""",Jimmy Cliff,The Universal Masters Collection,301.71383
3472,Digitaria,Bill Laswell,Final Oscillations,381.30893
3473,Real World,Snowgoons,German Lugers,212.32281
3474,Liu Zi Zhen Yan,Sammi Cheng,Love Is......,248.2673
3475,White Christmas,The Statler Brothers,Ultimate Country Christmas,140.69506
3476,Canyon,"Vexd""""",Pop Pop / Canyon,365.03465
3477,Who Do You Love,The Kings,"Greatest Groups of the 50s""""",191.21587
3478,Teri Nau Ke Paune Teen,Daler Mehndi,Ek-Dana,245.49832
3479,Battle Hymn Of The Republic,Mannheim Steamroller,American Spirit,285.6224
3480,Supertouch/shitfit (Bad Brains),Hatebreed,For The Lions,141.50485
3481,"Dont Want To""""","Lil Romeo""""","Lil Romeo""""",211.82649
3482,Sparrow (Remastered Album Version),Noel Harrison,Life Is A Dream [Digital Version],166.73914
3483,Dear Friend,Shunza,Day & Night ... My Favorite Shunza,278.38649
3484,Heartbreaker,Ray Charles,When Jazz Was King,170.00444
3485,"Sur Lautre rive""""",Annie Blanchard,"Sur lautre rive""""",260.80608
3486,The Beginning (Giro E Giro Mix),Seal,The Beginning,368.06485
3487,(Et puis) Elle allait,La Berg\xc3\xa8re,"Fi de leau""""",243.80036
3488,Each Time I Think Of You,CoCo Lee,COCO 1994-2008 Best Collection,264.01914
3489,"Whats Love Got to Do With It""""",The Chap,Proper Rock,216.2673
3490,Guard Your Grill (LP Version),Naughty By Nature,"Greatest Hits: Naughtys Nicest""""",279.90159
3491,No Stopping Us [Eagles Ballroom Live Version],Jason Mraz,Tonight_ Not Again: Jason Mraz Live At The Eagles Ballroom,369.94567
3492,Take This Trail Trip Beside Me (The Best Of Janet Paschal),Janet Paschal,The Best Of Janet Paschal,213.78567
3493,Joe Sent Me,Vanessa Daou,Joe Sent Me,225.59302
3494,Amigo m\xc3\xado,Memphis La Blusera,Angelitos Culones,221.64853
3495,All My Life (LP Version),Venice,Venice,301.08689
3496,"Beginners Luck""""",Frank Chacksfield,Windsor Strings,108.61669
3497,Poultry in the Parlour / Rolling the Ryegrass,S\xc3\xa9amus Egan,In Your Ear,198.84363
3498,Terminus,Photek,Solaris,326.922
3499,The Windsor Tap Recap,Cotton Candy,Top-Notch & First-Rate,149.9424
3500,The Devil\x19s Crown,KRS-One,We Will Rock You,256.57424
3501,Rock Me (Live In Boston_ 1970) (1st Show),The Doors,Live In Boston 1970,434.15465
3502,Rock Star,Agnostic Front,Riot_ Riot_ Upstart,94.6673
3503,Life In Line,The Last Days Of Jesus,Alien Road,209.55383
3504,De Mi Enamorate,Dyango,Por Una Noche M\xc3\xa1s,246.09914
3505,"A Man Holdin On (To A Woman Lettin Go)""""",Ty Herndon,Big Hopes,217.15546
3506,The Captain,The Knife,Silent Shout,368.79628
3507,Still Waters,Chris Jagger,Channel Fever,248.92036
3508,Better Love Next Time Part 2,Jimmy Witherspoon,Urban Blues Singing Legend 1949-1951,149.73342
3509,Tibetan Turquoise (World),R. Carlos Nakai,In A Distant Place,296.51546
3510,Get it Right,A-FS,Alienated From Society - Single,205.94893
3511,Best Friends,Kieran,Breathe,219.84608
3512,Ship in a Painting,Gabriel Yared,1408,100.0224
3513,Superfly (Single Mix Version),Curtis Mayfield,Superfly:  Deluxe 25th Anniversary Edition,188.21179
3514,"Dont Say Goodbye (Album Version)""""",REX ALLEN JR.,The Very Best Of Rex Allen_ Jr.,165.04118
3515,Cumayon,Jimmy McGriff,Jimmy McGriff - Pisces,210.33751
3516,"Because You Loved Me (Theme from Up Close and Personal"")""",C\xc3\xa9line Dion,My Love Ultimate Essential Collection,274.57261
3517,The Golden Sea,Danny Davis & The Boys,Danny Davis & The Boys,169.19465
3518,Mean Machine (Remastered LP Version),Sugar Ray,The Best Of Sugar Ray,161.82812
3519,My Little Girl,The Jeff Healey Band,LIVE AT MONTREUX,223.92118
3520,Tha Mino Pia Sto Parelthon (2005 Digital Remaster),Dakis,"Back To The 70S-The Very Best Of Dakis""""",134.39955
3521,Pop dat shit,DJ Omega,DJ Omega Classics Part 2,217.05098
3522,"Kimisou Palikari (TH Allaxi To Feggari) (2004 Digital Remaster)""""",Viki Mosholiou,Thalassina Feggaria,274.80771
3523,Show Me Your Teeth (Radio Edit),Year Long Disaster,Show Me Your Teeth (Radio Edit),228.15302
3524,Digital [Live at Birmingham University] [2007 Re-mastered],Joy Division,"Still [Collectors Edition]""""",218.56608
3525,Bite Back,The All-American Rejects,Dirty Little Secret,279.71873
3526,Jesus Is Coming Soon,Blind Willie Johnson,The Complete Blind Willie Johnson,193.20118
3527,A Nadie Le Interesa Si Qued\xc3\xa1s Atr\xc3\xa1s (Total Que...),Vox Dei,Cuero Caliente,197.04118
3528,Tearing Everyone Down,Anti-Flag,A New Kind of Army,175.25506
3529,Roadrunner / My Generation,Tony Ashton & Friends,Endangered Species,278.25587
3530,Near The Cross,Dorothy Norwood,"Hattie Bs Daughter""""",287.03302
3531,Plasma (Album Version),Sinch,Sinch,300.72118
3532,Cop It,MIMS,Music Is My Savior,181.28934
3533,You Move Me,Rick Astley,Whenever You Need Somebody,225.4624
3534,Can I Get A Witness,RUN-DMC,Down With The King,216.65914
3535,Left For Dead (Album Version),Chimaira,Chimaira,342.36036
3536,Zapando Con La Gente,Sui Generis,Adios Sui Generis Vol.I,269.84444
3537,The Obsession,The James Taylor Quartet,The Oscillator,283.37587
3538,In The Rain,Pedro Luis e a Parede,Astronauta Tupy,151.92771
3539,Need (LP Version),Cindy Morgan,Listen,210.70322
3540,A Good Life,Joe Grushecky,A Good Life,231.57506
3541,In This Windy Old Weather,The Clancy Brothers;Tommy Makem,The Clancy Brothers and Tommy Makem In Concert,186.53995
3542,Till The End Of The Day (Alternate Mix),Big Star,Keep An Eye On The Sky,133.45914
3543,Three Romances_ Op. 22: III,Double Image,Secret Wispers - Double Image pays homage to Clara Schumann,262.922
3544,Morse,Gorki,Homo Erectus,209.31873
3545,"Makin Believe""""",Kitty Wells,Backline Volume 56,165.61587
3546,Eriatarka,The Mars Volta,Deloused in the Comatorium,380.42077
3547,Adelante,Isabel Pantoja,Donde El Coraz\xc3\xb3n Me Lleve,181.65506
3548,Shaggy Dog Songs,The Highwaymen,Hootenanny With The Highwaymen,150.85669
3549,Trust In The Lord,Lynn August,Creole People,262.5824
3550,Just Say Yes,Snow Patrol,Just Say Yes,255.60771
3551,Why Do I,FFH,Found A Place,277.62893
3552,Get It Together,Beastie Boys,Ill Communication,245.7073
3553,San Geng Ye Ban,Sandy Lam,Ultimate Colletion - Sandy Lam,248.97261
3554,Tora,POLINA,Kenourgios Erotas,203.49342
3555,"02-15""""",Karlheinz Stockhausen,Stockhausen - MANTRA,277.18485
3556,"No Escapin This""""",Beatnuts,TAKE IT OR SQUEEZE IT,257.54077
3557,Make It With You,Sugar Minott,Good Thing Going,207.90812
3558,Permanently Lonely,Billie Jo Spears,The Ultimate Collection,180.61016
3559,Left Alone...,Philip Glass,Theater Music Archive Volume 1,93.33506
3560,Baby (LP Version),Prince,For You,190.06649
3561,Abandonada / Blancas azucenas,Sierra Maestra,Criolla Karabal\xc3\xad,295.99302
3562,Been a Long Time (feat. Paula B) [Club Radio],Nicola Fasano,House Pleasure_ Vol. 2,215.77098
3563,"Im Living In Canaan Now""""",The Perrys,Remembering The Happy Goodmans,125.962
3564,The Suit,Public Image Ltd,Metal Box,209.3971
3565,"Its Alright""""",Jennifer Clarke,Jennifer Clarke,213.21098
3566,Sunday Driver  (LP Version),The Gufs,The Gufs,232.41098
3567,Schitzo,brokeNCYDE,BC 13-EP,262.89587
3568,If Every Day Could Be Christmas,Richie McDonald,If Every Day Could Be Christmas,290.69016
3569,Le Chagrin de Coco,Alexandre Desplat,Coco Avant Chanel,177.42322
3570,This Is Where It Ends (Album Version),Barenaked Ladies,Born On A Pirate Ship,173.19138
3571,A Brief Moment In The Sun,Nightswimmer,Can the Mechanical Be Beautiful&?,281.80853
3572,Heaven Stood Still,Mink DeVille,Le Chat Bleu,173.92281
3573,All I Ever,Ms. Dynamite,A Little Deeper,269.81832
3574,Rafaniello,99 Posse,Rafaniello / Salario Garantito,351.34649
3575,Devil Pickney,Sugar Minott,Taxi 3 Trio,284.73424
3576,Noe Cuando El Diluvio (Sevillanas Biblicas),Rocio Jurado,Flamenco,217.67791
3577,Put Him Out,Ms. Dynamite / Bounty Killer,Put Him Out,241.37098
3578,"Youre Laughing Now""""",Jazz Gillum,Jazz Gillum Vol. 1 1936-1938,165.85098
3579,Who In the World (Album Version),Babbie Mason,A World Of Difference,210.59873
3580,"Pli Selon Pli (fold according to fold"")/IV.  Improvisation sur Mallarm\xc3\xa9 III""",Pierre Boulez,Boulez: Pli Selon Pli; and Livre pour Cordes,956.60363
3581,Quarter P.O.D.,Assassin,Hitman 4 Hire,155.16689
3582,Set The World On Fire,Britt Nicole,Set The World On Fire (Premiere Performance Plus Track),220.36853
3583,Red River Falling /O rubor sanguinis,Richard Souther,Illumination,283.27138
3584,Sometimes (LP Version),Doug Sahm,The Genuine Texas Groover,159.42485
3585,Fire,Steve Vai,Live In London,363.36281
3586,Girl by the Lake,Max Stalling,"Sell Out - Live at Dans Silver Leaf""""",167.65342
3587,Is It A Sin,Deepest Blue,Euphoria: A Decade of Trance Anthems,514.45506
3588,Parchman Farm (LP Version),Cactus,"Cactology The Cactus Collection""",186.69669
3589,Hello,Jan Wayne,Hello,381.28281
3590,Under The Bayou Moon,Bob Cheevers,Texas To Tennessee,204.38159
3591,What You Gonna Do - Original,Chris Farlowe,The R&B Years,181.36771
3592,Everyday,James Taylor,Greatest Hits Volume 2,197.11955
3593,A Closure in Infinity,Goatwhore,Funeral Dirge for the Rotting Sun,224.86159
3594,With Tears In My Eyes,Wesley Tuttle,Fireball Mail - Country,175.22893
3595,"He Wasnt Man Enough""""",Toni Braxton,The Essential Toni Braxton,262.08608
3596,Simple Communication,Jimmy Riley,Harmony House Verse 2,229.58975
3597,2.000 Kilometros,David Summers,David Summers,247.77098
3598,When Jesus Comes Calling For Me,Dolly Parton,The Collection,166.24281
3599,"Its All Because""""",Smash Palace,Fast_ Long_ Loud,276.81914
3600,Aloha,Brice Kapel,Coloricocola,297.09016
3601,Dik N Ballz,DJ Deeon,The Digital Pimp Series Vol.1,260.30975
3602,Sporting Life Blues (Album Version),J.J. Cale & Eric Clapton,The Road To Escondido,211.17342
3603,Man Man,Jacky Cheung,Wang Ji Ni Wo Zuo Bu Dao,283.71546
3604,Panama (Album Version),Van Halen,Best Of Volume 1,212.63628
3605,Revival In The Land (Album),The Nelons,Get Ready,170.55302
3606,In My Dreams,Lionel Richie,Just For You,296.09751
3607,From The Ritz To The Rubble,Arctic Monkeys,"Whatever People Say I Am_ Thats What Im Not""""",193.43628
3608,The Tarnished Angels (remastered),Fehlfarben,Die Platte Des Himmlischen Friedens,330.65751
3609,"Im So Happy Now (Single Version)""""",The Rascals,"Groovin""""",170.63138
3610,My Friend the Blind,Workhorse,Beasts of Burden,276.37506
3611,I Say No,Mighty Diamonds,The Real Enemy,242.23302
3612,Ti Patheno,Yiannis Tassios,Ena Fili,208.1171
3613,Sera Cuestion De Conversar,Leonardo Favio,15 Grandes Exitos,229.25016
3614,Dirty Dancer  (LP Version),MICHAEL WHITE,Michael White,239.64689
3615,Ali Ba Ba,Jackie Edwards,ALI BA BA,178.46812
3616,Down South,Sophie Tucker,The Golden Jubilee Album,121.20771
3617,Always And Forever (Bff)  (Power Album Version),Raze,Power,938.00444
3618,A Burrinha,Quinteto Violado,Para Sempre,136.77669
3619,Yiri Yiri Bon,Ricardo Lemvo,Shall We Salsa,292.12689
3620,Keep The Change,Joe Bataan,Call My Name,199.3922
3621,China,Tito Puente,Mambo Diablo,295.05261
3622,Evil Woman,Spooky Tooth,That Was Only Yesterday - An Introduction To,545.74975
3623,Just in time,Larytta,Larytta,278.12526
3624,Kyrie Eleison,Jane Winther,Prayer,159.84281
3625,Isabel,Juana Molina,Tres Cosas,262.89587
3626,"Well Learn""""",Kuba,Inside Out,402.65098
3627,O Smaba Que Eu N\xc3\xa3o Fiz,Reginaldo Bessa,Amor en Bossa Nova,132.54485
3628,How Many More Years (LP Version),John Hammond,Sooner Or Later,196.362
3629,Lo,Brice Kapel,Coloricocola,225.61914
3630,Trouble in Mind,Rick Ross,Fireflies in the Rain,199.8624
3631,Bolivian Surf,Bersuit Vergarabat,Don Leopardo,180.11383
3632,Anvi Viv?,Patrick St-Eloi,Zoukoulexion Vol.2,310.41261
3633,Preparation,Vangelis,Alexander (Original Motion Picture Soundtrack),101.8771
3634,From the East,Charles Williams,Close Up,89.12934
3635,Calla,Mazz,Nuestras Mejores Canciones 17 *,221.1522
3636,Abstracto,Catupecu Machu,Simetr\xc3\xada De Moebius,322.35057
3637,I See You,Grayson Capps,If You Knew My Mind,242.18077
3638,Ugly MF,Asure,Zone Beyond Reality,215.11791
3639,Dr. Bernice,Cracker,Cracker,380.86485
3640,Cuycha,Jorge Alfano,Inti: Mystical Music of the Andes,166.76526
3641,And This Too Shall Pass,Stefon Harris,A Cloud Of Red Dust,511.21587
3642,Quiere Novio,D.A.R.,Lagrimas Negras,220.73424
3643,In His Name,White Heart,Hotline,260.46649
3644,"Love Aint Nothing But a Business Goin On""""",Junior Parker,Funny How Time Slips Away,202.55302
3645,The Cross That Bears His Name,Cheri Keaggy,Child of the Father,262.24281
3646,Take It,Cassidy,Hotel,180.11383
3647,You Made Me The Thief Of Your Heart,The Shamrock Singers,The Best Of Ireland Today - 18 Smash Hits,393.76934
3648,Irresistible,Jessica Simpson featuring Lil Bow Wow,This Is The Remix,215.66649
3649,Take The Veil Cerpin Taxt,The Mars Volta,Deloused in the Comatorium,521.63873
3650,"On Fait Ce Quon Peut""""",Uman,"Laventure Cest Laventure""""",213.02812
3651,Tumble Down,Burning Spear,Jah Kingdom,217.93914
3652,I Gave You Everything,Irma Thomas,The New Rules,173.26975
3653,Meditacao,Jo\xc3\xa3o Gilberto,Live In Tokyo,333.89669
3654,For The Singer Of R.E.M.,fIREHOSE,Sometimes,201.22077
3655,Ballad In Urgency,The Black Crowes,Amorica,339.25179
3656,Electro nicpig,Electronic pig,Notorious P.I.G.,218.53995
3657,Mermaid,Grayson Capps,Wail & Ride,236.59057
3658,Come Out Into The Open,Neil Innes,Re-Cycled Vinyl Blues,222.87628
3659,1. Allegro,Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm,Ultimate Baroque,341.05424
3660,Stop! [Demo],"Janes Addiction""""",A Cabinet Of Curiosities,240.01261
3661,"Dont Upset The Rhythm (Go Baby Go)""""",Noisettes,Clubland 15,218.46159
3662,I Put A Spell On You,Maysa,A Woman In Love,313.93914
3663,On The Rhyme (Featuring DJ Pete Miser),Pete Miser,What It Be...,224.02567
3664,Il Y A Des Anges,Line Renaud,Les Ann\xc3\xa9es Chansons,140.30322
3665,Movin On,Katie Armiger,Believe,204.22485
3666,Si Tu Veux Le Savoir,Marc Lavoine,"CEst Ca Lavoine""""",190.6673
3667,Alright_ Alright_ Alright,Mungo Jerry,Glam Slam!,167.26159
3668,Zi You Zi Zai,Stephy Tang,Fantasy,205.06077
3669,Burma Diginin Eger Er,Grup Knar,Anadolu Ermeni Halk M\xc3\xbczigi,106.63138
3670,Long Live The Party,Andrew W.K.,The Wolf,240.40444
3671,"If Youre A Viper (LP Version)""""",Jim Kweskin,Rhino Hi-Five: Bluegrass and Jug Bands,122.33098
3672,L4-L5,Amilcar,Vacuuming The Forest,277.7073
3673,Sfm,Basement Jaxx,Rooty,161.85424
3674,Hawaii Blues (Album Version),Commander Cody And His Lost Planet Airmen,Commander Cody & His Lost Planet Airmen,185.44281
3675,"Heavens In New York""""",Wyclef Jean,CARNIVAL VOL. II Memoirs of an Immigrant,287.50322
3676,Screen Kiss,Thomas Dolby,Retrospectacle - The Best Of Thomas Dolby,328.72444
3677,Long Distance Moan,Blind Lemon Jefferson,Penitentiary Blues,201.79546
3678,Oh Serena,The Distillers,The Distillers,152.68526
3679,Miserere: XVII. Quoniam Si Voluisses,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,"Musica Sacra Nella Napoli del 700""""",56.71138
3680,Bateu No Paladar,Moraes Moreira,A Arte De Moraes Moreira,249.23383
3681,All Shook Up,Smidi Beats,Las Vegas Number 1 Producer,199.18322
3682,Bad Influence,The Robert Cray Band,The Definitive Collection,173.322
3683,Como Boomerang,Juan Carlos Baglietto,Mami,205.84444
3684,"Quand jimprovise sur mon piano""""",Jacques Higelin,Chante Higelin et Vian,163.05587
3685,How Ya Like Me Now,Kool Moe Dee,The Masters Series: Hip Hop,336.43057
3686,Lemons_ For Kevin,Alternative TV,My Life As A Child Star,237.08689
3687,Where Are You,Abbott & Chambers,Power Trance Vol. 4,496.06485
3688,Ihmisen Lento,Indica,Ikuinen Virta,210.85995
3689,Walking in Faith_ Reprise,Danny Wright,Walking In Faith,109.03465
3690,Tha Stand,Bad Azz,Word On Tha Streets,211.30404
3691,Knight -> King 4,Pagan Wanderer Lu,The Independent Scrutineer,346.25261
3692,Up On The Roof (LP Version),Little Eva,The Dimension Dolls,171.78077
3693,Nostradamus,Eduardo Dusek,Olhar Brasileiro,160.7571
3694,Linda mariposa,Alfredo Guti\xc3\xa9rrez,Serie Tradicional - La Ca\xc3\xb1aguatera  CD 1,133.95546
3695,"Miss Ohios Nameless""""",Why?,Sanddollars EP,173.68771
3696,Get Down,Amil,All Money Is Legal,269.19138
3697,Musical 69,Pepper,Pink Crustaceans and  Good Vibrations,172.87791
3698,"Say Say Say (Waiting 4 U) (Tocadiscos Not Guilty Remix)""""",Hi-Tack,Say Say Say (Waiting 4 U),345.96526
3699,"Keep on dancin (Last man standin)""""",Alex Gopher,Wuz,684.79955
3700,Dido,K\xc3\xa9k\xc3\xa9l\xc3\xa9,Rumba Congo,264.12363
3701,Steel Guiter Stomp,Hank Penny,Country Hits Vol. 5,170.47465
3702,"I Dont Want Your Love""""",Dealership,Action / Adventure,103.52281
3703,Three Little Fishes,Frankie Howard,Stars of Radio & Television,198.73914
3704,Submit,Freakhouse,Freakhouse,204.06812
3705,Rocket,The Smashing Pumpkins,Siamese Dream,246.93506
3706,Belle Isle Players,Starski and Clutch,Belle Isle Players,239.80363
